materialA,projectA,projectA_1.jpg,-0.475,-0.475
materialA,projectA,projectA_1.jpg,0.195,0.195
materialA,projectA,projectA_1.jpg,0.0549999,0.0549999
materialA,projectA,projectA_1.jpg,-0.625,-0.625
materialA,projectA,projectA_1.jpg,-0.4,-0.4
materialA,projectA,projectA_2.jpg,0.145,0.145
materialA,projectA,projectA_2.jpg,0.08,0.08
materialA,projectA,projectA_2.jpg,-0.565,-0.565
materialA,projectA,projectA_5.jpg,0.245,0.245
materialA,projectA,projectA_5.jpg,-0.235,-0.235
materialA,projectA,projectA_5.jpg,0.375,0.375
materialA,projectA,projectA_1.jpg,-0.285,-0.285
materialA,projectA,projectA_1.jpg,-0.235,-0.235
materialA,projectA,projectA_1.jpg,0.47,0.47
materialA,projectA,projectA_1.jpg,-0.446154,-0.446154
materialA,projectA,projectA_1.jpg,-0.557692,-0.557692
materialA,projectA,projectA_1.jpg,0.396154,0.396154
materialA,projectA,projectA_1.jpg,-0.15,-0.15
materialA,projectA,projectA_1.jpg,0.405405,0.405405
materialA,projectA,projectA_1.jpg,-0.616216,-0.616216
materialA,projectA,projectA_1.jpg,-0.243243,-0.243243
materialA,projectA,projectA_3.jpg,-0.254054,-0.254054
materialA,projectA,projectA_3.jpg,-0.0324323,-0.0324323
materialA,projectA,projectA_3.jpg,0.756757,0.756757
materialA,projectA,projectA_8.jpg,-0.356757,-0.356757
materialA,projectA,projectA_8.jpg,-0.102703,-0.102703
materialA,projectA,projectA_8.jpg,0.389189,0.389189
materialA,projectA,projectA_7.jpg,0.113513,0.113513
materialA,projectA,projectA_7.jpg,-0.762162,-0.762162
materialA,projectA,projectA_7.jpg,-0.372973,-0.372973
materialA,projectA,projectA_7.jpg,0.162162,0.162162
materialA,projectA,projectA_6.jpg,0.237838,0.237838
materialA,projectA,projectA_6.jpg,-0.162162,-0.162162
materialA,projectA,projectA_6.jpg,-0.475676,-0.475676
materialA,projectA,projectA_6.jpg,-0.356757,-0.356757
materialA,projectA,projectA_6.jpg,-0.297297,-0.297297
materialA,projectA,projectA_6.jpg,0.486486,0.486486
materialA,projectA,projectA_6.jpg,0.454054,0.454054
materialA,projectA,projectA_6.jpg,-0.302703,-0.302703
materialA,projectA,projectA_6.jpg,-0.567568,-0.567568
materialA,projectA,projectA_6.jpg,-0.627027,-0.627027
materialA,projectA,projectA_6.jpg,-0.54054,-0.54054
materialA,projectA,projectA_4.jpg,0.216216,0.216216
materialA,projectA,projectA_4.jpg,0.113513,0.113513
materialA,projectA,projectA_4.jpg,-0.497297,-0.497297
materialA,projectA,projectA_4.jpg,-0.535135,-0.535135
materialA,projectA,projectA_4.jpg,0.32973,0.32973
materialA,projectA,projectA_4.jpg,0.762162,0.762162
materialA,projectA,projectA_4.jpg,0.583784,0.583784
